storage_path,local_path,image_source,status,source_table,source_field,source_id,source_label,db_url
packages/1785085391884-chatgpt-image-jul-26-2026-10-32-54-pm.png,/images/packages/1785085391884-chatgpt-image-jul-26-2026-10-32-54-pm.png,supabase-upload,downloaded,packages,image_url,tawang-escape-5d4n,Tawang Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785085391884-chatgpt-image-jul-26-2026-10-32-54-pm.png
packages/1785085391884-chatgpt-image-jul-26-2026-10-32-54-pm.png,/images/packages/1785085391884-chatgpt-image-jul-26-2026-10-32-54-pm.png,supabase-upload,downloaded,destinations,image_url,arunachal-pradesh (domestic),Arunachal Pradesh,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785085391884-chatgpt-image-jul-26-2026-10-32-54-pm.png
packages/1785085533459-chatgpt-image-jul-26-2026-10-34-40-pm.png,/images/packages/1785085533459-chatgpt-image-jul-26-2026-10-34-40-pm.png,supabase-upload,downloaded,packages,image_url,dirang-bomdila-tawang-tour-6d5n,Dirang – Bomdila – Tawang Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785085533459-chatgpt-image-jul-26-2026-10-34-40-pm.png
packages/1785085575120-chatgpt-image-jul-26-2026-10-36-01-pm.png,/images/packages/1785085575120-chatgpt-image-jul-26-2026-10-36-01-pm.png,supabase-upload,downloaded,packages,image_url,complete-arunachal-explorer-featured-package-7d6n,Complete Arunachal Explorer,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785085575120-chatgpt-image-jul-26-2026-10-36-01-pm.png
packages/1785232297387-chatgpt-image-jul-28-2026-03-21-19-pm.png,/images/packages/1785232297387-chatgpt-image-jul-28-2026-03-21-19-pm.png,supabase-upload,downloaded,packages,image_url,northeast-seven-sisters-highlights-7d6n,Seven Sisters Highlights,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785232297387-chatgpt-image-jul-28-2026-03-21-19-pm.png
packages/1785232369285-chatgpt-image-jul-28-2026-03-22-36-pm.png,/images/packages/1785232369285-chatgpt-image-jul-28-2026-03-22-36-pm.png,supabase-upload,downloaded,packages,image_url,northeast-eastern-himalaya-explorer-8d7n,Eastern Himalaya Explorer,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785232369285-chatgpt-image-jul-28-2026-03-22-36-pm.png
packages/1785232468079-chatgpt-image-jul-28-2026-03-24-16-pm.png,/images/packages/1785232468079-chatgpt-image-jul-28-2026-03-24-16-pm.png,supabase-upload,downloaded,packages,image_url,northeast-complete-north-east-grand-tour-featured-package-11d10n,Complete North East Grand Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785232468079-chatgpt-image-jul-28-2026-03-24-16-pm.png
packages/1785079315707-chatgpt-image-jul-26-2026-08-51-44-pm.png,/images/packages/1785079315707-chatgpt-image-jul-26-2026-08-51-44-pm.png,supabase-upload,downloaded,packages,image_url,madhya-pradesh-ujjain-spiritual-tour-package-3d2n,Ujjain Spiritual Tour Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785079315707-chatgpt-image-jul-26-2026-08-51-44-pm.png
packages/1785079484881-chatgpt-image-jul-26-2026-08-54-32-pm.png,/images/packages/1785079484881-chatgpt-image-jul-26-2026-08-54-32-pm.png,supabase-upload,downloaded,packages,image_url,madhya-pradesh-ujjain-omkareshwar-tour-package-4d3n,Ujjain &amp; Omkareshwar Tour Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785079484881-chatgpt-image-jul-26-2026-08-54-32-pm.png
packages/1785079617396-chatgpt-image-jul-26-2026-08-56-40-pm.png,/images/packages/1785079617396-chatgpt-image-jul-26-2026-08-56-40-pm.png,supabase-upload,downloaded,packages,image_url,madhya-pradesh-bandhavgarh-jabalpur-tour-package-5d4n,Bandhavgarh &amp; Jabalpur Wildlife Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785079617396-chatgpt-image-jul-26-2026-08-56-40-pm.png
packages/1785079728188-chatgpt-image-jul-26-2026-08-58-37-pm.png,/images/packages/1785079728188-chatgpt-image-jul-26-2026-08-58-37-pm.png,supabase-upload,downloaded,packages,image_url,madhya-pradesh-bandhavgarh-kanha-wildlife-tour-6d5n,Bandhavgarh &amp; Kanha Wildlife Expedition,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785079728188-chatgpt-image-jul-26-2026-08-58-37-pm.png
packages/1785076863216-chatgpt-image-jul-26-2026-08-09-15-pm.png,/images/packages/1785076863216-chatgpt-image-jul-26-2026-08-09-15-pm.png,supabase-upload,downloaded,packages,image_url,ladakh-leh-nubra-valley-pangong-lake-tour-7d6n,Leh – Nubra Valley – Pangong Lake Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785076863216-chatgpt-image-jul-26-2026-08-09-15-pm.png
packages/1785076988202-chatgpt-image-jul-26-2026-08-12-54-pm.png,/images/packages/1785076988202-chatgpt-image-jul-26-2026-08-12-54-pm.png,supabase-upload,downloaded,packages,image_url,ladakh-complete-ladakh-adventure-tour-8d7n,Complete Ladakh Adventure Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785076988202-chatgpt-image-jul-26-2026-08-12-54-pm.png
packages/1785078033905-chatgpt-image-jul-26-2026-08-30-00-pm.png,/images/packages/1785078033905-chatgpt-image-jul-26-2026-08-30-00-pm.png,supabase-upload,downloaded,packages,image_url,ladakh-srinagar-kargil-leh-road-trip-8d7n,Srinagar – Kargil – Leh Road Trip,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078033905-chatgpt-image-jul-26-2026-08-30-00-pm.png
packages/1785078197785-chatgpt-image-jul-26-2026-08-09-15-pm.png,/images/packages/1785078197785-chatgpt-image-jul-26-2026-08-09-15-pm.png,supabase-upload,downloaded,packages,image_url,ladakh-delhi-manali-leh-expedition-10d9n,Delhi – Manali – Leh Expedition,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078197785-chatgpt-image-jul-26-2026-08-09-15-pm.png
packages/1785073916881-chatgpt-image-jul-26-2026-07-21-45-pm.png,/images/packages/1785073916881-chatgpt-image-jul-26-2026-07-21-45-pm.png,supabase-upload,downloaded,packages,image_url,himachal-shimla-manali-tour-package-6d5n,Shimla Manali Tour Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785073916881-chatgpt-image-jul-26-2026-07-21-45-pm.png
packages/1785069858831-chatgpt-image-jul-26-2026-06-14-05-pm.png,/images/packages/1785069858831-chatgpt-image-jul-26-2026-06-14-05-pm.png,supabase-upload,downloaded,packages,image_url,himachal-himachal-family-tour-package-8d7n,‍‍‍ Himachal Family Tour Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785069858831-chatgpt-image-jul-26-2026-06-14-05-pm.png
packages/1785070083236-chatgpt-image-jul-26-2026-06-17-43-pm.png,/images/packages/1785070083236-chatgpt-image-jul-26-2026-06-17-43-pm.png,supabase-upload,downloaded,packages,image_url,himachal-himachal-honeymoon-package-6d5n,Himachal Romantic Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785070083236-chatgpt-image-jul-26-2026-06-17-43-pm.png
packages/1785070099420-chatgpt-image-jul-26-2026-06-12-40-pm.png,/images/packages/1785070099420-chatgpt-image-jul-26-2026-06-12-40-pm.png,supabase-upload,downloaded,packages,image_url,himachal-dharamshala-dalhousie-tour-package-6d5n,Dharamshala – Dalhousie Tour Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785070099420-chatgpt-image-jul-26-2026-06-12-40-pm.png
packages/1785070263891-chatgpt-image-jul-26-2026-06-20-51-pm.png,/images/packages/1785070263891-chatgpt-image-jul-26-2026-06-20-51-pm.png,supabase-upload,downloaded,packages,image_url,himachal-complete-himachal-tour-package-10d9n,Complete Himachal Tour Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785070263891-chatgpt-image-jul-26-2026-06-20-51-pm.png
destinations/1785070446444-chatgpt-image-jul-26-2026-06-23-17-pm.png,/images/destinations/1785070446444-chatgpt-image-jul-26-2026-06-23-17-pm.png,supabase-upload,downloaded,packages,image_url,himachal-spiti-valley-circuit-tour-9d8n,Spiti Valley Circuit Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/destinations/1785070446444-chatgpt-image-jul-26-2026-06-23-17-pm.png
destinations/1785072826818-chatgpt-image-jul-26-2026-07-02-58-pm.png,/images/destinations/1785072826818-chatgpt-image-jul-26-2026-07-02-58-pm.png,supabase-upload,downloaded,packages,image_url,gujarat-divine-dwarka-somnath-pilgrimage-tour-4d3n,Divine Dwarka Somnath Pilgrimage Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/destinations/1785072826818-chatgpt-image-jul-26-2026-07-02-58-pm.png
packages/1785073272593-chatgpt-image-jul-26-2026-07-11-01-pm.png,/images/packages/1785073272593-chatgpt-image-jul-26-2026-07-11-01-pm.png,supabase-upload,downloaded,packages,image_url,gujarat-dwarka-somnath-gir-wildlife-tour-5d4n,Dwarka Somnath &amp; Gir Wildlife Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785073272593-chatgpt-image-jul-26-2026-07-11-01-pm.png
packages/1785073442874-chatgpt-image-jul-26-2026-07-13-49-pm.png,/images/packages/1785073442874-chatgpt-image-jul-26-2026-07-13-49-pm.png,supabase-upload,downloaded,packages,image_url,gujarat-gujarat-coastal-heritage-diu-beach-escape-6d5n,Gujarat Coastal Heritage &amp; Diu Beach Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785073442874-chatgpt-image-jul-26-2026-07-13-49-pm.png
packages/1785073547653-chatgpt-image-jul-26-2026-07-15-36-pm.png,/images/packages/1785073547653-chatgpt-image-jul-26-2026-07-15-36-pm.png,supabase-upload,downloaded,packages,image_url,gujarat-white-rann-of-kutch-cultural-escape-4d3n,White Rann of Kutch Cultural Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785073547653-chatgpt-image-jul-26-2026-07-15-36-pm.png
packages/1785073657419-chatgpt-image-jul-26-2026-07-17-25-pm.png,/images/packages/1785073657419-chatgpt-image-jul-26-2026-07-17-25-pm.png,supabase-upload,downloaded,packages,image_url,gujarat-statue-of-unity-kevadia-experience-2d1n,Statue of Unity &amp; Kevadia Experience,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785073657419-chatgpt-image-jul-26-2026-07-17-25-pm.png
packages/1785073778555-chatgpt-image-jul-26-2026-07-19-26-pm.png,/images/packages/1785073778555-chatgpt-image-jul-26-2026-07-19-26-pm.png,supabase-upload,downloaded,packages,image_url,gujarat-complete-gujarat-grand-discovery-tour-9d8n,Complete Gujarat Grand Discovery Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785073778555-chatgpt-image-jul-26-2026-07-19-26-pm.png
packages/1785231087398-chatgpt-image-jul-28-2026-03-01-13-pm.png,/images/packages/1785231087398-chatgpt-image-jul-28-2026-03-01-13-pm.png,supabase-upload,downloaded,packages,image_url,uttar-pradesh-kashi-vishwanath-spiritual-tour-3d2n,Kashi Vishwanath Spiritual Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785231087398-chatgpt-image-jul-28-2026-03-01-13-pm.png
packages/1785231173854-chatgpt-image-jul-28-2026-03-02-40-pm.png,/images/packages/1785231173854-chatgpt-image-jul-28-2026-03-02-40-pm.png,supabase-upload,downloaded,packages,image_url,uttar-pradesh-ayodhya-kashi-divine-tour-5d4n,Ayodhya &amp; Kashi Divine Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785231173854-chatgpt-image-jul-28-2026-03-02-40-pm.png
packages/1785231287895-chatgpt-image-jul-28-2026-03-04-36-pm.png,/images/packages/1785231287895-chatgpt-image-jul-28-2026-03-04-36-pm.png,supabase-upload,downloaded,packages,image_url,uttar-pradesh-prayagraj-varanasi-ayodhya-tour-6d5n,Prayagraj – Varanasi – Ayodhya Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785231287895-chatgpt-image-jul-28-2026-03-04-36-pm.png
packages/1785231384120-chatgpt-image-jul-28-2026-03-06-12-pm.png,/images/packages/1785231384120-chatgpt-image-jul-28-2026-03-06-12-pm.png,supabase-upload,downloaded,packages,image_url,uttar-pradesh-agra-mathura-vrindavan-heritage-tour-5d4n,Agra – Mathura – Vrindavan Heritage Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785231384120-chatgpt-image-jul-28-2026-03-06-12-pm.png
packages/1785231478465-chatgpt-image-jul-28-2026-03-07-46-pm.png,/images/packages/1785231478465-chatgpt-image-jul-28-2026-03-07-46-pm.png,supabase-upload,downloaded,packages,image_url,uttar-pradesh-dudhwa-wildlife-lucknow-tour-5d4n,Dudhwa Wildlife &amp; Lucknow Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785231478465-chatgpt-image-jul-28-2026-03-07-46-pm.png
packages/1785231597914-chatgpt-image-jul-28-2026-03-09-43-pm.png,/images/packages/1785231597914-chatgpt-image-jul-28-2026-03-09-43-pm.png,supabase-upload,downloaded,packages,image_url,uttar-pradesh-complete-uttar-pradesh-grand-tour-9d8n,Complete Uttar Pradesh Grand Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785231597914-chatgpt-image-jul-28-2026-03-09-43-pm.png
packages/1785071786773-chatgpt-image-jul-26-2026-06-46-13-pm.png,/images/packages/1785071786773-chatgpt-image-jul-26-2026-06-46-13-pm.png,supabase-upload,downloaded,packages,image_url,goa-south-goa-serenity-escape-4d3n,South Goa Serenity Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071786773-chatgpt-image-jul-26-2026-06-46-13-pm.png
packages/1785071868884-chatgpt-image-jul-26-2026-06-47-36-pm.png,/images/packages/1785071868884-chatgpt-image-jul-26-2026-06-47-36-pm.png,supabase-upload,downloaded,packages,image_url,goa-north-goa-fun-adventure-tour-4d3n,North Goa Fun &amp; Adventure Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071868884-chatgpt-image-jul-26-2026-06-47-36-pm.png
packages/1785071868884-chatgpt-image-jul-26-2026-06-47-36-pm.png,/images/packages/1785071868884-chatgpt-image-jul-26-2026-06-47-36-pm.png,supabase-upload,downloaded,destinations,image_url,Goa (domestic),Goa,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071868884-chatgpt-image-jul-26-2026-06-47-36-pm.png
packages/1785071971709-chatgpt-image-jul-26-2026-06-49-19-pm.png,/images/packages/1785071971709-chatgpt-image-jul-26-2026-06-49-19-pm.png,supabase-upload,downloaded,packages,image_url,goa-complete-goa-explorer-package-6d5n,Complete Goa Explorer Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071971709-chatgpt-image-jul-26-2026-06-49-19-pm.png
packages/1785072392123-chatgpt-image-jul-26-2026-06-56-20-pm.png,/images/packages/1785072392123-chatgpt-image-jul-26-2026-06-56-20-pm.png,supabase-upload,downloaded,packages,image_url,goa-romantic-goa-honeymoon-package-5d4n,Romantic Goa Honeymoon Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785072392123-chatgpt-image-jul-26-2026-06-56-20-pm.png
packages/1785072518683-chatgpt-image-jul-26-2026-06-58-22-pm.png,/images/packages/1785072518683-chatgpt-image-jul-26-2026-06-58-22-pm.png,supabase-upload,downloaded,packages,image_url,goa-goa-family-holiday-package-5d4n,‍‍‍ Goa Family Holiday Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785072518683-chatgpt-image-jul-26-2026-06-58-22-pm.png
packages/1785072643395-chatgpt-image-jul-26-2026-07-00-31-pm.png,/images/packages/1785072643395-chatgpt-image-jul-26-2026-07-00-31-pm.png,supabase-upload,downloaded,packages,image_url,goa-luxury-goa-beach-resort-escape-premium-package-6d5n,Luxury Goa Beach &amp; Resort Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785072643395-chatgpt-image-jul-26-2026-07-00-31-pm.png
destinations/1785070937389-chatgpt-image-jul-26-2026-06-31-49-pm.png,/images/destinations/1785070937389-chatgpt-image-jul-26-2026-06-31-49-pm.png,supabase-upload,downloaded,packages,image_url,andaman-andaman-island-escape-4d3n,Andaman Island Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/destinations/1785070937389-chatgpt-image-jul-26-2026-06-31-49-pm.png
packages/1785071135163-chatgpt-image-jul-26-2026-06-35-24-pm.png,/images/packages/1785071135163-chatgpt-image-jul-26-2026-06-35-24-pm.png,supabase-upload,downloaded,packages,image_url,andaman-andaman-honeymoon-special-5d4n,Andaman Honeymoon Special,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071135163-chatgpt-image-jul-26-2026-06-35-24-pm.png
packages/1785071252456-chatgpt-image-jul-26-2026-06-37-20-pm.png,/images/packages/1785071252456-chatgpt-image-jul-26-2026-06-37-20-pm.png,supabase-upload,downloaded,packages,image_url,andaman-andaman-family-vacation-6d5n,‍‍‍ Andaman Family Vacation,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071252456-chatgpt-image-jul-26-2026-06-37-20-pm.png
packages/1785071393288-chatgpt-image-jul-26-2026-06-39-41-pm.png,/images/packages/1785071393288-chatgpt-image-jul-26-2026-06-39-41-pm.png,supabase-upload,downloaded,packages,image_url,andaman-andaman-adventure-scuba-tour-6d5n,Andaman Adventure &amp; Scuba Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071393288-chatgpt-image-jul-26-2026-06-39-41-pm.png
packages/1785071544509-chatgpt-image-jul-26-2026-06-42-09-pm.png,/images/packages/1785071544509-chatgpt-image-jul-26-2026-06-42-09-pm.png,supabase-upload,downloaded,packages,image_url,andaman-havelock-neil-island-explorer-5d4n,Havelock &amp; Neil Island Explorer,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071544509-chatgpt-image-jul-26-2026-06-42-09-pm.png
packages/1785071672727-chatgpt-image-jul-26-2026-06-44-21-pm.png,/images/packages/1785071672727-chatgpt-image-jul-26-2026-06-44-21-pm.png,supabase-upload,downloaded,packages,image_url,andaman-complete-andaman-grand-tour-7d6n,Complete Andaman Grand Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071672727-chatgpt-image-jul-26-2026-06-44-21-pm.png
packages/1785071672727-chatgpt-image-jul-26-2026-06-44-21-pm.png,/images/packages/1785071672727-chatgpt-image-jul-26-2026-06-44-21-pm.png,supabase-upload,downloaded,destinations,image_url,andaman (domestic),Andaman Islands,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785071672727-chatgpt-image-jul-26-2026-06-44-21-pm.png
packages/1785078374193-chatgpt-image-jul-26-2026-08-35-54-pm.png,/images/packages/1785078374193-chatgpt-image-jul-26-2026-08-35-54-pm.png,supabase-upload,downloaded,packages,image_url,lakshadweep-lakshadweep-island-escape-4d3n,Lakshadweep Island Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078374193-chatgpt-image-jul-26-2026-08-35-54-pm.png
packages/1785078486424-chatgpt-image-jul-26-2026-08-37-54-pm.png,/images/packages/1785078486424-chatgpt-image-jul-26-2026-08-37-54-pm.png,supabase-upload,downloaded,packages,image_url,lakshadweep-lakshadweep-honeymoon-retreat-5d4n,Lakshadweep Honeymoon Retreat,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078486424-chatgpt-image-jul-26-2026-08-37-54-pm.png
packages/1785078600399-chatgpt-image-jul-26-2026-08-39-37-pm.png,/images/packages/1785078600399-chatgpt-image-jul-26-2026-08-39-37-pm.png,supabase-upload,downloaded,packages,image_url,lakshadweep-lakshadweep-family-vacation-5d4n,‍‍‍ Lakshadweep Family Vacation,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078600399-chatgpt-image-jul-26-2026-08-39-37-pm.png
packages/1785078683458-chatgpt-image-jul-26-2026-08-40-43-pm.png,/images/packages/1785078683458-chatgpt-image-jul-26-2026-08-40-43-pm.png,supabase-upload,downloaded,packages,image_url,lakshadweep-lakshadweep-adventure-scuba-tour-6d5n,Lakshadweep Adventure &amp; Scuba Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078683458-chatgpt-image-jul-26-2026-08-40-43-pm.png
packages/1785078756493-chatgpt-image-jul-26-2026-08-42-23-pm.png,/images/packages/1785078756493-chatgpt-image-jul-26-2026-08-42-23-pm.png,supabase-upload,downloaded,packages,image_url,lakshadweep-agatti-bangaram-island-explorer-6d5n,Agatti &amp; Bangaram Island Explorer,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078756493-chatgpt-image-jul-26-2026-08-42-23-pm.png
packages/1785078864041-chatgpt-image-jul-26-2026-08-44-09-pm.png,/images/packages/1785078864041-chatgpt-image-jul-26-2026-08-44-09-pm.png,supabase-upload,downloaded,packages,image_url,lakshadweep-complete-lakshadweep-grand-tour-7d6n,Complete Lakshadweep Grand Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078864041-chatgpt-image-jul-26-2026-08-44-09-pm.png
packages/1785078864041-chatgpt-image-jul-26-2026-08-44-09-pm.png,/images/packages/1785078864041-chatgpt-image-jul-26-2026-08-44-09-pm.png,supabase-upload,downloaded,destinations,image_url,lakshadweep (domestic),Lakshadweep,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785078864041-chatgpt-image-jul-26-2026-08-44-09-pm.png
packages/1785074521978-chatgpt-image-jul-26-2026-07-31-32-pm.png,/images/packages/1785074521978-chatgpt-image-jul-26-2026-07-31-32-pm.png,supabase-upload,downloaded,packages,image_url,karnataka-bangalore-mysore-coorg-heritage-tour-5d4n,Bangalore – Mysore – Coorg Heritage Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785074521978-chatgpt-image-jul-26-2026-07-31-32-pm.png
packages/1785074647459-chatgpt-image-jul-26-2026-07-33-37-pm.png,/images/packages/1785074647459-chatgpt-image-jul-26-2026-07-33-37-pm.png,supabase-upload,downloaded,packages,image_url,karnataka-coorg-chikmagalur-coffee-trail-5d4n,Coorg – Chikmagalur Coffee Trail,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785074647459-chatgpt-image-jul-26-2026-07-33-37-pm.png
packages/1785074718939-chatgpt-image-jul-26-2026-07-35-01-pm.png,/images/packages/1785074718939-chatgpt-image-jul-26-2026-07-35-01-pm.png,supabase-upload,downloaded,packages,image_url,karnataka-bangalore-hampi-heritage-expedition-5d4n,Bangalore – Hampi Heritage Expedition,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785074718939-chatgpt-image-jul-26-2026-07-35-01-pm.png
packages/1785074843028-chatgpt-image-jul-26-2026-07-36-54-pm.png,/images/packages/1785074843028-chatgpt-image-jul-26-2026-07-36-54-pm.png,supabase-upload,downloaded,packages,image_url,karnataka-mysore-coorg-kabini-wildlife-tour-trending-6d5n,Mysore – Coorg – Kabini Wildlife Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785074843028-chatgpt-image-jul-26-2026-07-36-54-pm.png
packages/1785074916533-chatgpt-image-jul-26-2026-07-38-20-pm.png,/images/packages/1785074916533-chatgpt-image-jul-26-2026-07-38-20-pm.png,supabase-upload,downloaded,packages,image_url,karnataka-coastal-karnataka-escape-6d5n,Coastal Karnataka Escape,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785074916533-chatgpt-image-jul-26-2026-07-38-20-pm.png
packages/1785075015418-chatgpt-image-jul-26-2026-07-40-03-pm.png,/images/packages/1785075015418-chatgpt-image-jul-26-2026-07-40-03-pm.png,supabase-upload,downloaded,packages,image_url,karnataka-grand-karnataka-tour-8d7n,Grand Karnataka Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785075015418-chatgpt-image-jul-26-2026-07-40-03-pm.png
packages/1785080262838-chatgpt-image-jul-26-2026-09-07-30-pm.png,/images/packages/1785080262838-chatgpt-image-jul-26-2026-09-07-30-pm.png,supabase-upload,downloaded,packages,image_url,maharashtra-mumbai-city-tour-package-3d2n,Mumbai City Tour Package,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785080262838-chatgpt-image-jul-26-2026-09-07-30-pm.png
packages/1785080262838-chatgpt-image-jul-26-2026-09-07-30-pm.png,/images/packages/1785080262838-chatgpt-image-jul-26-2026-09-07-30-pm.png,supabase-upload,downloaded,destinations,image_url,maharashtra (domestic),Maharashtra,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785080262838-chatgpt-image-jul-26-2026-09-07-30-pm.png
packages/1785080513322-chatgpt-image-jul-26-2026-09-11-39-pm.png,/images/packages/1785080513322-chatgpt-image-jul-26-2026-09-11-39-pm.png,supabase-upload,downloaded,packages,image_url,maharashtra-lonavala-khandala-weekend-tour-3d2n,Lonavala – Khandala Weekend Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785080513322-chatgpt-image-jul-26-2026-09-11-39-pm.png
packages/1785080731894-chatgpt-image-jul-26-2026-09-15-18-pm.png,/images/packages/1785080731894-chatgpt-image-jul-26-2026-09-15-18-pm.png,supabase-upload,downloaded,packages,image_url,maharashtra-mahabaleshwar-panchgani-hill-station-tour-4d3n,Mahabaleshwar – Panchgani Hill Station Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785080731894-chatgpt-image-jul-26-2026-09-15-18-pm.png
packages/1785080880246-chatgpt-image-jul-26-2026-09-17-48-pm.png,/images/packages/1785080880246-chatgpt-image-jul-26-2026-09-17-48-pm.png,supabase-upload,downloaded,packages,image_url,maharashtra-shirdi-shani-shingnapur-spiritual-tour-3d2n,Shirdi – Shani Shingnapur Spiritual Tour,https://fgrsjqkboltbwatfhcnm.supabase.co/storage/v1/object/public/cms-images/packages/1785080880246-chatgpt-image-jul-26-2026-09-17-48-pm.png
